[2025-02-05T03:26:45.889Z] INFO: มีการพยายามเข้าสู่ระบบ | ข้อมูล: {"username":"96706824","timestamp":"2025-02-05T03:26:45.889Z"}
[2025-02-05T04:39:06.455Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.481Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.510Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.540Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.572Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.606Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.631Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.660Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.696Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.727Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.754Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.782Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.810Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.840Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.875Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.907Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.933Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.962Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:06.993Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.023Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.057Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.086Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.117Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.175Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.207Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.235Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.266Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.303Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:39:07.354Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.386Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.417Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.448Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.476Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.505Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.534Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.563Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.594Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.624Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.655Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.687Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.737Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.775Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.808Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.840Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.864Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.894Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.924Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.957Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:07.986Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.015Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.044Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.076Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.106Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.139Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.166Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.195Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.223Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.254Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.290Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:39:08.315Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.345Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.376Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.405Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.440Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.465Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.500Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.528Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.556Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.588Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.618Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.648Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.676Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.706Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.738Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.768Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.798Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.828Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.861Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.891Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.919Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.948Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:08.975Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.006Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.039Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.067Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.095Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.127Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.156Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.189Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.219Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.247Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.276Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.308Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"52 วินาที"}
[2025-02-05T04:39:09.340Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.368Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.396Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.427Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.465Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.507Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.547Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.578Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.607Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.639Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.681Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.727Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.758Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.793Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.822Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:39:09.849Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"51 วินาที"}
[2025-02-05T04:40:55.578Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:40:55.653Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:40:55.652Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:40:58.661Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:40:58.666Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:40:58.666Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:40:58.877Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:40:58.881Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:40:58.881Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:40:59.047Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:40:59.051Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:40:59.051Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:40:59.222Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:40:59.227Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"user_not_found","username":"555","timestamp":"2025-02-05T04:40:59.226Z","message":"ไม่พบบัญชีผู้ใช้นี้ในระบบ"}
[2025-02-05T04:40:59.401Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"57 วินาที"}
[2025-02-05T04:40:59.528Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"57 วินาที"}
[2025-02-05T04:40:59.719Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"56 วินาที"}
[2025-02-05T04:41:01.480Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"55 วินาที"}
[2025-02-05T04:41:02.064Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"54 วินาที"}
[2025-02-05T04:41:02.734Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"53 วินาที"}
[2025-02-05T04:41:15.270Z] ERROR: การเข้าสู่ระบบถูกระงับชั่วคราว | ข้อมูล: {"username":"555","ip":"::ffff:172.29.14.98","timeToReset":"41 วินาที"}
[2025-02-05T04:41:29.927Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:41:30.168Z] ACTION: 96706811 - เข้าสู่ระบบสำเร็จ | [object Object]
[2025-02-05T04:46:23.284Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:46:23.700Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"invalid_password","username":"96706811","timestamp":"2025-02-05T04:46:23.700Z","message":"รหัสผ่านไม่ถูกต้อง"}
[2025-02-05T04:46:24.282Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:46:24.434Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"invalid_password","username":"96706811","timestamp":"2025-02-05T04:46:24.434Z","message":"รหัสผ่านไม่ถูกต้อง"}
[2025-02-05T04:46:24.945Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:46:25.098Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"invalid_password","username":"96706811","timestamp":"2025-02-05T04:46:25.098Z","message":"รหัสผ่านไม่ถูกต้อง"}
[2025-02-05T04:46:25.396Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:46:25.551Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"invalid_password","username":"96706811","timestamp":"2025-02-05T04:46:25.551Z","message":"รหัสผ่านไม่ถูกต้อง"}
[2025-02-05T04:46:25.620Z] INFO: มีการพยายามเข้าสู่ระบบ
[2025-02-05T04:46:25.779Z] ERROR: การเข้าสู่ระบบล้มเหลว | ข้อมูล: {"type":"invalid_password","username":"96706811","timestamp":"2025-02-05T04:46:25.779Z","message":"รหัสผ่านไม่ถูกต้อง"}
[2025-02-05T04:46:25.908Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:26.080Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:26.233Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:26.419Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:26.551Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:26.685Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:26.843Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:27.000Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:27.443Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:27.627Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
[2025-02-05T04:46:27.778Z] ERROR: IP ถูกระงับการใช้งาน | ข้อมูล: {"username":"96706811","ip":"::ffff:172.29.14.98","duration":"5 นาที"}
